,prod_id,is_ebook,prod_name,prod_base_price,disc_rate,disc_price,sale_price,total_sales,table_of_content,smry,pblcr,pblcr_review,image_id,isbn,pblsh_date,total_pages,total_books,trlr,ord_ab_stus_code,dawn_deli_chk,star_avg,cate_code,reg_date,reg_id,up_date,up_id,author_info_id,ord_chk_code,code_type
72,prod73,N,아주 희미한 빛으로도,16800,10,1680,15120,3775,아주 희미한 빛으로도 목차입니다.,"‘함께 성장해나가는 우리 세대의 소설가’를 갖는 드문 경험을 선사하며 동료 작가와 평론가, 독자 모두에게 특별한 이름으로 자리매김한 최은영의 세번째 소설집 『아주 희미한 빛으로도』가 출간되었다. 올해로 데뷔 10년을 맞이하는 최은영은 그간 만남과 헤어짐을 거듭하는 인물의 내밀하고 미세한 감정을 투명하게 비추며 우리의 사적인 관계 맺기가 어떻게 사회적인 맥락을 얻는지를 고찰하고(『쇼코의 미소』, 2016), 지난 시절을 끈질기게 떠올리는 인물을 통해 기억을 마주하는 일이 어떻게 재생과 회복의 과정이 될 수 있는지를 살피며(『내게 무해한 사람』, 2018), 4대에 걸친 인물들의 삶의 궤적을 따라감으로써 과거에서 현재를 향해 쓰이는 종적인 연대기(年代記)가 어떻게 인물들을 수평적 관계에 위치시키며 횡적인 연대기(連帶記)로 나아가는지를 그려왔다(『밝은 밤』, 2021). 이전 작품들에 담긴 문제의식을 한층 더 깊고 날카로운 시선으로 이어나가는 이번 소설집은 작가가 처음 작품활동을 시작했을 때 품은 마음이 지금의 관점에서 어떻게 이어지는지 보여줌으로써 “깊어지는 것과 넓어지는 것이 문학에서는 서로 다른 말이 아니라는 것”(한국일보문학상 심사평)을 감동적으로 증명해낸다. 『아주 희미한 빛으로도』에 담긴 7편의 중단편은 조곤조곤 이야기를 시작하다가도 어느 순간 이야기의 부피를 키우면서 우리를 뜨거운 열기 한가운데로 이끄는 몰입력과 호소력이 돋보인다. “너라면 어땠을 것 같아. 네가 나였다면 그 순간 어떻게 했을 것 같니”(「답신」, 170쪽)라고 묻는 최은영의 소설은 소설 바깥의 우리를 적극적으로 소설 속으로 끌어들이면서 때로는 직장생활을 하다 다시 대학에 입학한 인물이 충만한 기쁨과 예상치 못한 어려움을 느끼는 강의실로(「아주 희미한 빛으로도」), 때로는 동갑내기 인턴과 함께 카풀을 하면서 그전과는 전혀 다른 방식의 대화를 하게 되는 자동차 안으로(「일 년」), 때로는 자기 존재를 증명하기 위해 스스로를 몰아붙여온 인물의 외로운 옆자리로(「이모에게」) 우리를 데려가 그들과 함께 한 시절을 겪어내게 한다. 그리고 그들과 함께하는 시간을 통해 우리에게 “마음이, 당신과 아무런 관계도 없는 사람들의 마음에 붙을 수 있다는 것”(「몫」, 66쪽)을 일러준다. 그것이 최은영의 이번 소설집에서 강력하게 작동하는 힘이자 지금 우리에게 가장 절실한 힘인 다른 사람에 대한 상상력일 것이다.",문학동네,아주 희미한 빛으로도 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788954695053.jpg,9788954695053,2023-08-07,815,2,유번역,,N,,010103,now(),admin,now(),admin,AUTH33,AVBL,202
73,prod74,Y,내가 가진 것을 세상이 원하게 하라,17500,10,1750,15750,28113,내가 가진 것을 세상이 원하게 하라 목차입니다.,"제일기획 부사장에서 최인아책방 대표까지 30여 년간 일터에서 자기다움을 지킨 질문과 생각들 나를 위해 일하고 결과로써 기여하고 싶은 사람들을 위한 책 ★★★권오현 전 삼성전자 회장, 이승건 토스 대표 강력 추천!★★★",해냄출판사,내가 가진 것을 세상이 원하게 하라 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791167140609.jpg,9791167140609,2023-04-19,260,1,나번역,,Y,,020202,now(),admin,now(),admin,AUTH26,AVBL,202
74,prod75,Y,고양이 해결사 깜냥 5: 편의점을 환하게 밝혀라!,12000,10,1200,10800,27000,고양이 해결사 깜냥 5: 편의점을 환하게 밝혀라! 목차입니다.,"어린이 독자들의 뜨거운 사랑을 받아 온 화제의 베스트셀러 『고양이 해결사 깜냥』이 다섯 번째 이야기로 돌아왔다. 이번에는 깜냥이 편의점 직원으로 변신해 다양한 손님들을 맞이하며 벌어지는 일들을 그렸다. 저마다 다른 이유로 찾아왔지만, 편의점에서 깜냥을 만난 손님들의 얼굴에는 밝은 웃음이 가득하다. 새롭게 등장한 캐릭터 ‘하품이’의 매력을 발견하는 것도 5권을 읽는 큰 즐거움이다. 4권 이후 1년을 기다려 온 독자들의 부푼 기대에 부응할 신나는 이야기가 펼쳐진다. 작품 줄거리 쉴 곳을 찾아 편의점으로 온 떠돌이 고양이 깜냥. 편의점 주인은 깜냥을 내쫓으려다가 그 능청스러운 매력에 마음이 누그러진다. 그러던 중 사정이 생긴 점주를 대신해 깜냥 혼자 편의점을 지키게 된다. 만능 해결사답게 가게도 정리하고 손님맞이도 척척 해내던 중, 깜냥 앞에 의문의 고양이 ‘하품이’가 나타난다. 동네 토박이답게 오는 손님마다 누가 무엇을 살지 척척 알아맞히는 편의점 척척박사지만, 사람을 대하는 건 아직 낯설고 두려운 하품이는 깜냥의 살뜰한 챙김 덕에 점점 자신감을 얻는다. 티격태격하며 손발을 맞춰 가는 두 고양이는 과연 마음을 나누는 친구가 될 수 있을까? 세상에서 가장 사랑스럽고 신나는 편의점 대소동이 펼쳐진다.",창비,고양이 해결사 깜냥 5: 편의점을 환하게 밝혀라! 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788936448370.jpg,9788936448370,2023-02-24,408,3,오번역,,N,,020203,now(),admin,now(),admin,AUTH42,AVBL,202
75,prod76,Y,마흔에 읽는 니체,16000,10,1600,14400,19490,마흔에 읽는 니체 목차입니다.,"출간 직후 5개월 만에 10만 부를 돌파한 《마흔에 읽는 니체》가 새 옷을 입었다. 이 책을 읽어 본 수많은 독자가 니체를, 인생을, 자신을 비로소 알고 사랑하게 되었다며 몸소 호평을 남겼다. ‘가장 위대한 철학자’로 일컫는 니체의 다이아몬드 같은 명언과 철학에 면면이 닿아 있는 우리의 삶을 읽어 보자. 마흔은 인생의 중반에서 후반으로 넘어가는 과도기의 나이다. 사십 대에는 안정적인 삶을 살 줄 알았지만 여전히 불안정하다. 지난날 놓쳐 버린 것들을 떠올리며 후회하고 앞으로 어떻게 살아야 하는지 방황한다. 나 아닌 다른 것으로 채워진 삶에 공허와 권태를 느끼면서 무언가를 좇으며 도리어 분노하고 두려워한다. 지금 가진 것들을 잃을지도 모른다는 생각에 우울하고 슬프다. 마흔의 당신에게 니체가 인생의 마지막 질문을 던진다. “나는 어떻게 이 삶을 사랑할 것인가?” 인생에 전환점이 필요할 때, 더 나은 방향으로 나아가고자 할 때, 내 삶을 제대로 사랑하고 싶을 때, 죽기 전에 한 번은 니체를 만난다면 인생길이 달라질 것이다. 니체 철학은 현재의 삶이 아무리 허무하고 고통스럽고 두려울지라도 그 자리에 주저앉지 않고 주도적이고 의욕적으로 자신의 인생을 사랑할 수 있는 깨달음과 방법을 전한다. 니체는 어린 나이에 아버지와 남동생을 잃었으며 평생을 병에 시달리고 사랑하는 사람에게 외면받는 등 어려운 인생을 살았다. 하지만 이런 인생의 난관 또한 아름답게 바라보며 매일 아침 긍정을 외쳤다. “네 운명을 사랑하라”는 의미의 ‘아모르파티’에는 수많은 실패와 좌절을 겪는 우리에게 인생과 자신을 있는 그대로 받아들이고 성장의 기회로 삼아 계속해서 적극적으로 꿈꾸라는 뜻이 담겨 있다. 《마흔에 읽는 니체》는 니체가 단 한 번뿐인 이 삶을 어떻게 살아가야 하는지 고민하고 남겨 둔 철학적 사유 중에서 우리 삶에 특별히 중요한 25가지 내용을 담았다. 인간의 몸과 마음의 건강 문제를 다룬 최고의 의사이자 심리학자인 니체로부터 사십 대 인생의 골격을 갖추는 법부터 진정한 자신의 운명을 뛰어넘는 법, 인생의 폭을 확장하는 법, 궁극적으로 최고의 삶을 사는 법까지 배울 수 있다. 이는 인생의 중요한 시기에 선 마흔에게 큰 자극과 지침이 될 것이다. 마흔이라면, 또는 마흔을 앞두었거나 되돌아보고 있다면 현실과 한계를 인정하면서도 삶을 주도적으로 이끌어 나가고자 했던 니체를 만나 보자. 그의 철학에서 건져 올린 말들은 큰 위로와 용기를 주는 자극제가 된다. 니체의 인생 수업을 통해 인생관에 대한 자신만의 답은 물론 단 한 번뿐인 이 삶에 대한 사랑과 정열 또한 찾을 수 있을 것이다. 모든 고민을 떨치고 내일 죽을 것처럼 오늘을 사랑할 수 있는 열정과 행복의 열쇠를 손에 쥐길 바란다.",유노북스,마흔에 읽는 니체 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791192300245.jpg,9791192300245,2022-09-01,424,2,유번역,,Y,,010104,now(),admin,now(),admin,AUTH40,AVBL,202
76,prod77,Y,슬램덩크 챔프,15000,10,1500,13500,75199,슬램덩크 챔프 목차입니다.,"『슬램덩크 챔프』는 처음 접하는 독자를 위해 원작 만화 전 278화 에서 이야기의 베이스가 되는 24화를 엄선하여 수록하였다. 이 책 한권으로 북산 농구부의 결성과 기적의 진화를 들여다 볼 수 있다. 스포츠 만화의 황금기를 고스란히 담고 있는 슬램덩크의 명장면, 명대사가 고스란히 담겨 있어 영화를 관람하고 한번 더 원작의 향수에 젖고 싶은 팬들에게 소중한 선물이 될 것이다.",대원씨아이,슬램덩크 챔프 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791169792974.jpg,9791169792974,2023-01-31,863,3,나번역,,Y,,020103,now(),admin,now(),admin,AUTH43,AVBL,202
77,prod78,Y,ETS 토익기출 파트별 VOCA,13000,10,1300,11700,21261,ETS 토익기출 파트별 VOCA 목차입니다.,"ETS 토익기출 파트별 보카 최신개정판 독점출간 최신 기출예문, 기출문제 독점수록 입문부터 실전까지 전 레벨 토익 권장도서 토익 기본 어휘와 토익 만점 어휘 + LEVEP UP 어휘까지 짱짱한 구성으로 전 레벨 수험자가 시험 대비 필독서로 활용할 수 있게 구성하였다. 기출예문(LC 성우 음성 포함), 기출문제(12세트) 독점수록 전 예문을 실제 토익 시험에 나왔던 문장들로 독점 수록하여 최적의 소스로 실전에 대비할 수 있게 하였다. 특히 LC 어휘는 전 예문이 실제 시험 성우의 음원으로 제공되며, RC 어휘는 시험 문제와 직결되는 학습 TIP 및 실제 기출 어휘 문제 12세트까지 제공된다. 실전 적응력을 높이는 파트별 구성 파트마다 쓰임이 다른 토익 어휘, 파트별로 암기해야 학습 효과가 상승한다. LC/RC 각 파트 빈출 어휘를 표제어로 채택하여 실제 토익 시험의 해당 파트에서 예문을 추출하였다. 실전 대비 어휘집으로 이보다 더 최적화된 구성이 있을까? 4가지 버전의 무료 MP3 및 음원 QR 단어 뜻만 빠르게 외우고 싶은 학습자, 영국식 또는 호주식 발음을 익히면서 암기하고 싶은 학습자, 어휘와 예문을 함께 익히고 싶은 학습자를 위해 무료 MP3 음원을 4가지 버전으로 구성하였다. 다운로드 없이 바로 예문 학습이 가능한 음원 QR 또한 제공된다. 기출보카 앱(APP) 교재 구매 인증을 통해 무료로 다운로드할 수 있는 보카앱으로 한층 더 스마트하게 학습할 수 있다. 게임 형식으로 암기하고, 다시 보고 싶은 단어는 [나만의 단어장]에 따로 저장해 두자. 이동이나 휴식 중에는 앱으로 MP3 예문을 들으며 기출 어휘를 무한 반복 학습할 수 있다. 단어 시험 출제 마법사 단어 암기의 핵심은 반복 테스트! 가장 효율적이며 효과적인 단어 암기를 위해 자동으로 단어 시험을 출제해 주는 단어 시험 출제 마법사가 최신개정판 출간과 함께 새롭게 선보인다. 클릭 한 번으로 난이도별/파트별, 동의어/반의어 테스트 등, 원하는 방식으로 테스트지를 생성할 수 있으며, PC 또는 휴대폰에서 바로 테스트하거나 PDF 파일로 출력하여 테스트할 수도 있다. 해당 서비스는 YBM Books 출판 홈페이지(www.ybmbooks.com)에서 ‘토익 기출 보카’ 검색을 통해 이용할 수 있다.",YBM,ETS 토익기출 파트별 VOCA 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788917237481.jpg,9788917237481,2022-12-23,430,3,나번역,,N,,010202,now(),admin,now(),admin,AUTH50,AVBL,202
78,prod79,Y,키위엔 영어회화 하루 5분의 기적,19500,10,1950,17550,81091,키위엔 영어회화 하루 5분의 기적 목차입니다.,"영어는 스피킹, 리스닝, 라이팅 이 세 가지가 모두 되어야 합니다. 그리고 이 세 가지가 되기 위해서는 문장화 능력을 키우는 것이 가장 선행되어야 하죠. 영어로 말을 하려고 해도 문장으로 해야 하고 리스닝을 하려 해도 상대방이 말하는 문장을 들을 수 있어야 하며 글을 쓸 때도 문장으로 써야 하기 때문입니다. 『키위엔 영어회화 하루 5분의 기적』은 영어의 어순과 문장의 구조를 쉽게 이해시켜 드리며. 그로 인해 더 이상 문장을 통째로 외우지 않더라도 스스로 원하는 문장을 만들어 자유롭게 말할 수 있게 해 드립니다. 이 책의 마지막 페이지를 넘겼을 때 여러분의 영어가 어느새 중급이 되어 있는 놀라운 경험을 해 보시길 바랍니다.",키위엔,키위엔 영어회화 하루 5분의 기적 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791198002907.jpg,9791198002907,2022-12-05,660,1,나번역,,Y,,020101,now(),admin,now(),admin,AUTH22,STOP,202
79,prod80,N,눈에 갇힌 외딴 산장에서,18800,10,1880,16920,73161,눈에 갇힌 외딴 산장에서 목차입니다.,"히가시노 게이고의 본격 추리물, 특히 베스트셀러 『가면 산장 살인 사건』에 열광했던 독자라면 무척 반길만 한 또 하나의 ‘클로즈드 서클’, 이른바 ‘밀실 살인’을 소재로 다룬 작품이다. 소위 ‘히가시노 게이고 산장 시리즈’ 3부작 중 하나로 일컬어지는 이 소설은 고립된 산장에서 살인 사건이 일어난다는, 어찌 보면 미스터리 소설의 세계에서는 패턴화된 설정일지 모르지만, 그곳에 모인 7명의 남녀가 어느 연극의 오디션에 합격한 배우라는 점, 그들이 연출가의 지시에 따라 살인극을 벌이게 된다는 점 등으로 연극과 현실을 구분하기 힘든 이중, 삼중의 구조 속에서 살인조차 그것이 실제 벌어진 일인지, 아니면 단지 설정에 불과한 것인지를 모호하게 함으로써 독자에게 스릴 넘치는 불안감을 안겨 준다.",재인,눈에 갇힌 외딴 산장에서 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791192483191.jpg,9791192483191,2023-07-18,155,2,이번역,,Y,,010203,now(),admin,now(),admin,AUTH8,AVBL,202
80,prod81,Y,김재우의 영어회화 100,22000,10,2200,19800,40879,김재우의 영어회화 100 목차입니다.,"“정말 많은 분이 영어가 입으로 나오지 않아 답답해 하는 걸 가까이서 오랫동안 봐 왔습니다. 시간 투자 대비 너무 가성비가 안 좋은 겁니다. ‘왜 한 만큼 늘지 않을까? 왜? 도대체 왜 이래야 되는데?’ 그 이유를 알기 위해 오랫동안 한국인들의 영어 패턴을 집중적으로 관찰했습니다. 그리고 어느 순간 본질적으로 한국인들의 영어가 늘지 않는 이유를 알게 되었습니다. 지금 내 영어 실력이 늘지 않는 문제점과 원인을 정확히 알아야 시행착오를 줄일 수 있습니다. 제가 가르친 많은 학습자의 영어 실력이 확실하게 느는 것을 보며 확신할 수 있었습니다. 영어 공부에 지쳤던 분들이 헛 힘을 쏟지 않도록 도와드리겠습니다. 대한민국 사람의 영어회화 실력은 ‘김재우의 영어회화 시리즈’의 출간 전과 후로 나뉜다는 말이 나올 수 있도록 불철주야 뛰어보겠습니다.” - 김재우 《김재우의 영어회화 100》은 단 한 번도 영미권 국가에서 생활해 본 적 없이 순수 국내에서만 공부하고도 원어민이 놀라는 영어 실력을 구사하는 김재우 선생님의 20여 년간에 걸쳐 다듬어 온 영어 콘텐츠의 정수를 담은 책이다. 무엇보다 대한민국의 영어 학습자들이 직면하는 '고비용 저효율 영어 학습'의 악순환을 끊고, 성공적인 영어 학습 스토리를 만들어가려는 저자의 의지와 열망이 담겨 있다. 대한민국 영어 학습자가 직면하는 주요 문제들을 해결하기 위한 실질적인 해결책을 제시하며, 저자 자신의 경험과 성공적인 영어 습득 사례를 바탕으로 영어 회화 실력 향상을 위해 중요한 요소들을 집중적으로 다루었다. 원어민이 입에 달고 사는 패턴과 표현을 최대한 농축함으로써 100일이라는 기간 동안 학습 효과를 극대화할 수 있도록 구성되어 있으며, 각 DAY별 내용은 다음과 같다. 〈DAY별 대표 표현〉에서 회화 실력을 한 단계 업그레이드할 핵심 표현을 제시한다. 〈김재우 쌤의 영어 관찰 일기〉에서는 오늘의 표현이 어떤 상황에서 어떻게 사용되는지 실제 예를 통해 한국인 영어 학습자들이 헷갈릴 수 있는 포인트를 딱 짚어 준다. 이를 바탕으로 MODEL EXAMPLES의 예문을 통해 오늘의 표현을 익히고 우리말과 영어의 어감 차이를 알 수 있다. SMALL TALKS에서는 어떤 영어회화책에서도 볼 수 없는 생생하게 살아있는 대화문을 만날 수 있다. 그뿐만 아니라 비즈니스 이메일, 카카오톡 메시지, 인스타그램 DM 등 일상생활에서 사용하는 소통 매체에서 해당 표현이 어떻게 쓰이는지 CASES IN POINT를 통해 확인할 수 있다. 마지막 FURTHER STUDIES에서는 각 DAY별 핵심 표현과 관련된 어휘나 표현을 확장하여 심화 학습함으로써 실력을 한 단계 더 업그레이드 할 수 있고, WORD BANK에서 각 DAY별 주요 어휘와 표현을 익힐 수 있다. 책 속에 부록으로 제공되는 〈미니북〉은 한 손에 쏙 들어오는 휴대용 책으로 DAY별 대표 표현을 복습하고 MODEL EXAMPLES 예문만 따로 연습할 수 있다. 특히 우리말을 영어로 표현해 보는 영작 연습으로 활용할 수 있다. 원어민처럼 말하는 진짜 영어, 《김재우의 영어회화 100》의 모든 문장과 대화문을 ‘툭’ 치면 바로 나올 수 있게 완벽하게 외운다면 “어, 영어 말하기가 한결 편안해졌네!”라는 말이 절로 나올 것이다.",상상스퀘어,김재우의 영어회화 100 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791192389172.jpg,9791192389172,2023-07-05,296,1,김번역,,Y,,010105,now(),admin,now(),admin,AUTH38,AVBL,202
81,prod82,N,총 균 쇠,29800,10,2980,26820,88203,총 균 쇠 목차입니다.,"학문의 경계를 넘나드는 세계적 석학 재레드 다이아몬드. 인류 문명에 대한 예리한 통찰을 전해온 그의 대표작이자 1998년 퓰리처상 수상작 《총, 균, 쇠》를 새 번역, 새 편집으로 만난다. 왜 어떤 국가는 부유하고 어떤 국가는 가난한가? 왜 어떤 민족은 다른 민족의 정복과 지배의 대상이 되었는가? 생물학, 지리학, 인류학, 역사학 등 다양한 학문의 융합을 통해 장대한 인류사를 풀어내며 오늘날 현대 세계가 불평등한 원인을 종합 규명한 혁신적 저작. 출간 25년 기념 뉴에디션에는 2023년 저자 특별서문과 서울대 인류학과 박한선 교수의 해제, 새 서문과 후기를 수록해 풍성한 읽을거리를 더했다.",김영사,총 균 쇠 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788934942467.jpg,9788934942467,2023-05-11,719,3,김번역,,Y,,020202,now(),admin,now(),admin,AUTH17,AVBL,202
82,prod83,N,데미안,8000,10,800,7200,61585,데미안 목차입니다.,"현실에 대결하는 영혼의 발전을 담은 헤르만 헤세의 걸작 『데미안』. 독일 문학의 거장이자 노벨문학상 수상작가 헤르만 헤세의 자전적 소설이다. 1차 세계대전 직후인 1919년 에밀 싱클레어라는 가명으로 발표했던 작품으로, 열 살 소년이 스무 살 청년이 되기까지 고독하고 힘든 성장의 과정을 그리고 있다. 불안과 좌절에 사로잡힌 청춘의 내면을 다룬 이 작품은 지금까지 수많은 청년세대의 마음에 깊은 울림을 전하고 있다. 목사인 부친과 선교사의 딸인 모친 사이에서 태어난 헤르만 헤세는 회고적이며 서정성이 강한 신낭만주의적 경향의 작가로 출발했으며, 1차 세계대전을 거치면서 깊이있고 내면적인 사고를 갖게 돼 증오보다 사랑, 전쟁보다 평화가 더 아름다움을 강조했다. 이 작품에는 그가 평생에 걸쳐 추구해온 삶의 궁극적 의미가 담겨 있다. 낮과 밤, 의식과 무의식, 아폴로와 디오니소스, 지성과 관능, 각성과 도취 등 두 가지의 대립적인 세계 속에서 방황하는 싱클레어와 두 세계 중 어디에도 속해 있지 않고 다만 자기 자신에게 속해 있는 데미안의 이야기를 통해 자신의 세계를 잃어버린 인간의 고뇌, 고독하게 모색하고 지치도록 갈망하는 청춘의 고뇌를 그려보인다.",민음사,데미안 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788937460449.jpg,9788937460449,2009-01-20,217,3,황번역,,Y,,020105,now(),admin,now(),admin,AUTH12,AVBL,202
83,prod84,Y,최애의 아이 1,6000,10,600,5400,37905,최애의 아이 1 목차입니다.,"“이 연예계에서 거짓말은 무기야.” 　 지방도시에서 산부인과 전문의로 일하는 고로는 연예계와 아무런 접점이 없는 나날을 보내고 있었다. 한편, 그의 ‘최애’ 아이돌인 호시노 아이는 차츰 스타덤에 오르고 있었다. 그런 두 사람이 ‘최악’의 형태로 만나 운명이 움직이기 시작하는데…?! ‘아카사카 아카×요코야리 멘고’ 호화 태그가 강렬한 프롤로그와 함께 ‘연예계’를 그려내는 충격작 개막!",대원씨아이,최애의 아이 1 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791169796583.jpg,9791169796583,2022-08-09,353,1,박번역,,Y,,020303,now(),admin,now(),admin,AUTH14,AVBL,202
84,prod85,Y,해커스 토익 RC Reading(리딩) 기본서,18800,10,1880,16920,68442,해커스 토익 RC Reading(리딩) 기본서 목차입니다.,"[해커스 교재만의 특장점] 1. 토익 시험 최신기출경향 완벽 분석 및 반영 1) Part 5 까다로운 문법 포인트를 정리한 ‘토익 Grammar’와 ‘토익 핵심 Vocabulary’ 학습을 통해 빠른 속도로 풀이가 가능함 2) Part 6 지문의 흐름을 예상해보는 핵심 대비 전략을 통해 지문 전체 문맥을 빠르게 파악하여 문제를 맞히는 연습이 가능함 3) Part 7 문제의 정답을 정확히 골라낼 수 있는 핵심 대비 전략을 통해 제한시간 내에 빠른 독해와 문맥 파악이 가능함 2. [토익 READING 최신 출제 경향 한눈에 보기] 제공 최신 토익 시험의 문제 유형과 경향을 철저하게 분석하여 최신 경향을 제시하고, 경향에 맞춘 파트별 공략법을 상세히 정리하여 중점적으로 학습해야 할 내용을 완벽하게 정리할 수 있음 3. 한 권으로 기본부터 실전까지 토익 RC 완벽 대비 1) ‘Part 5, 6 Grammar’ 시험에 나올 문법 포인트가 체계적으로 정리된 Grammar 2) ‘Part 5, 6 Vocabulary’ 시험에 출제되는 핵심 Vocabulary 3) ‘Part 6, 7 Reading’ 문제 유형별/지문 유형별 풀이 전략을 제공하는 Reading 4) 정답뿐 아니라 오답까지 확실히 이해할 수 있는 상세한 해설 5) 시험장에도 들고 가는 토익 RC 필수 어휘(별책) 6) 최신기출경향을 반영한 4회분 실전모의고사로 마무리 4. 해커스 스타강사의 무료 실전 문제 해설강의 제공 1) 시험에 자주 출제되고 학습자들이 어려워하는 문제를 선정하여 해커스 스타강사의 해설강의를 제공함 2) 교재 내 QR코드를 이용하여 쉽고 빠르게 강의를 들을 수 있음 5. 진단고사로 실력 점검하고 자신에게 맞는 수준별 학습플랜 선택 1) 진단고사 진단고사를 제한 시간 안에 풀어보고, 맞은 개수로 자신의 레벨을 객관적으로 확인할 수 있음 2) 수준별 맞춤 학습플랜 진단고사 결과에 따른 레벨별 학습 플랜을 통해 자신의 수준에 맞는 전략적 학습이 가능함",해커스어학연구소,해커스 토익 RC Reading(리딩) 기본서 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788965424765.jpg,9788965424765,2023-07-24,452,2,유번역,,N,,020201,now(),admin,now(),admin,AUTH46,OSKT,202
85,prod86,Y,진짜 쓰는 실무 엑셀,21000,10,2100,18900,90751,진짜 쓰는 실무 엑셀 목차입니다.,"대기업 직장 생활 10년의 실무 노하우와 엑셀 유튜브 채널을 운영하면서 들은 수많은 직장인의 고민을 해결할 수 있는 다양한 엑셀 비법을 담았다. ‘진짜 쓰는 실무 엑셀’ 한 권이면 빠른 일 처리로 워라밸을 실현하고, 일잘러로 거듭날 수 있다! 오랜 시간 엑셀은 수많은 발전을 거듭하였고, Office 365에서 Microsoft 365로 브랜드명을 변경하기까지 다양한 기능, 특히 동적 배열 함수가 추가되면서 매크로를 사용하지 않고도 많은 부분을 해결할 수 있도록 개선되었다. 이 책에서 소개하는 제대로 된 실무 활용 기능을 익힌다면 방대한 데이터에서 특정 자료를 취합하고 분석하기, 분석된 자료를 한눈에 보기 좋게 시각화하기, 반복되는 작업을 효율적으로 개선하기 등 회사에서 원하는 엑셀 사용 능력을 충분히 뛰어넘을 수 있을 것이다.",제이펍,진짜 쓰는 실무 엑셀 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9791191600704.jpg,9791191600704,2022-02-15,542,1,한번역,,Y,,020204,now(),admin,now(),admin,AUTH15,STOP,202
86,prod87,Y,유현준의 인문 건축 기행,19500,10,1950,17550,64392,유현준의 인문 건축 기행 목차입니다.,"건축물은 인간의 생각과 세상의 물질이 만나 만들어진 결정체로, 많은 자본이 드는 만큼 여러 사람의 의견이 일치할 때만 완성되는 그 사회의 반영이자 단면이다. 그렇기에 건축물을 보면 당대 사람들이 세상을 읽는 관점, 물질을 다루는 기술 수준, 사회 경제 시스템, 인간에 대한 이해, 꿈꾸는 이상향, 생존을 위한 몸부림 등이 보인다. 이 책은 건축가 유현준이 감명받거나 영감을 얻은 30개의 건축물을 소개한다. 이 작품들을 설계한 건축가들은 수백 년 된 전통을 뒤집거나 비트는 혁명적인 생각으로 건축의 새로운 시대를 열었다. 저자는 이 건축물들을 통해 건축 디자인이 무엇인지 배웠다고 해도 과언이 아니라고 말하며, “이 건축물들을 통해 독자들이 세상을 바라보는 또 하나의 시각을 만드는 데 도움이 되기를 바”란다는 말과 함께 건축물들을 소개한다.",을유문화사,유현준의 인문 건축 기행 책은 정말 훌륭합니다.,https://contents.kyobobook.co.kr/sih/fit-in/280x0/pdt/9788932474892.jpg,9788932474892,2023-05-30,614,2,김번역,,N,,010305,now(),admin,now(),admin,AUTH41,AVBL,202
